交易日期,账户名称,资金账号,证券代码,证券名称,证券类别,交易市场,买入方向,卖出方向,母单编号,篮子编号,算法实例,母单状态,委托标识,任务数量,已平数量,买入成交数量,卖出成交数量,买入成交均价,卖出成交均价,买入成交金额,卖出成交金额,收盘价,敞口数量,开始时间,结束时间,子单委托笔数,子单撤单笔数,时段市场交易量占比(%),交易费用,其他费用,费前收益,净收益
20230601	,jltest2	,202305181001	,000058.SZ	,深赛格,股票,深交所,买入,卖出,6880527336890000100	,202360192253471761	,kf_t0	,过期,正常,150000,0,0,0,0.000,0.000,0.00,0.00,6.230,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000035.SZ	,中国天楹,股票,深交所,买入,卖出,6880527336890000300	,202360192253471660	,kf_t0	,过期,正常,108000,0,0,0,0.000,0.000,0.00,0.00,4.800,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000030.SZ	,富奥股份,股票,深交所,买入,卖出,6880527336890000500	,202360192253471559	,kf_t0	,过期,正常,408000,0,0,0,0.000,0.000,0.00,0.00,4.790,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000517.SZ	,荣安地产,股票,深交所,买入,卖出,6880527336890000700	,202360192253471863	,kf_t0	,过期,正常,144000,0,0,0,0.000,0.000,0.00,0.00,2.930,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000088.SZ	,盐田港,股票,深交所,买入,卖出,6880527336890000900	,202360192253471762	,kf_t0	,过期,正常,606000,0,0,0,0.000,0.000,0.00,0.00,4.940,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000546.SZ	,金圆股份,股票,深交所,买入,卖出,6880527336890001100	,202360192253471964	,kf_t0	,过期,正常,51000,0,0,0,0.000,0.000,0.00,0.00,7.850,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000601.SZ	,韶能股份,股票,深交所,买入,卖出,6880527336890001300	,202360192253472166	,kf_t0	,过期,正常,408000,0,0,0,0.000,0.000,0.00,0.00,4.600,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000582.SZ	,北部湾港,股票,深交所,买入,卖出,6880527336890001500	,202360192253472065	,kf_t0	,过期,正常,371200,0,0,0,0.000,0.000,0.00,0.00,7.920,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000718.SZ	,苏宁环球,股票,深交所,买入,卖出,6880527336890001700	,202360192253472268	,kf_t0	,过期,正常,1093500,0,0,0,0.000,0.000,0.00,0.00,2.780,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000881.SZ	,中广核技,股票,深交所,买入,卖出,6880527336890001900	,202360192253472470	,kf_t0	,拒绝,正常,0,0,0,0,0.000,0.000,0.00,0.00,7.940,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000652.SZ	,泰达股份,股票,深交所,买入,卖出,6880527336890002100	,202360192253472167	,kf_t0	,过期,正常,77200,0,0,0,0.000,0.000,0.00,0.00,4.120,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000813.SZ	,德展健康,股票,深交所,买入,卖出,6880527336890002300	,202360192253472369	,kf_t0	,过期,正常,327000,0,0,0,0.000,0.000,0.00,0.00,3.120,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002023.SZ	,海特高新,股票,深交所,买入,卖出,6880527336890002500	,202360192253472674	,kf_t0	,过期,正常,6000,0,0,0,0.000,0.000,0.00,0.00,8.800,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000903.SZ	,云内动力,股票,深交所,买入,卖出,6880527336890002700	,202360192253472471	,kf_t0	,过期,正常,565500,0,0,0,0.000,0.000,0.00,0.00,2.380,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000935.SZ	,四川双马,股票,深交所,买入,卖出,6880527336890002900	,202360192253472572	,kf_t0	,过期,正常,75400,0,0,0,0.000,0.000,0.00,0.00,16.820,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002038.SZ	,双鹭药业,股票,深交所,买入,卖出,6880527336890003100	,202360192253472875	,kf_t0	,过期,正常,42000,0,0,0,0.000,0.000,0.00,0.00,9.330,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,000968.SZ	,蓝焰控股,股票,深交所,买入,卖出,6880527336890003300	,202360192253472673	,kf_t0	,拒绝,正常,0,0,0,0,0.000,0.000,0.00,0.00,7.760,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002041.SZ	,登海种业,股票,深交所,买入,卖出,6880527336890003500	,202360192253473176	,kf_t0	,过期,正常,19500,1100,1100,1100,15.610,15.580,17171.00,17138.00,15.690,0,09:30:00	,14:50:00	,4,2,0.02982293,0.00,19.84,-33.00,-52.84
20230601	,jltest2	,202305181001	,002088.SZ	,鲁阳节能,股票,深交所,买入,卖出,6880527336890003700	,202360192253473378	,kf_t0	,过期,正常,22500,0,0,0,0.000,0.000,0.00,0.00,18.330,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002042.SZ	,华孚时尚,股票,深交所,买入,卖出,6880527336890003900	,202360192253473277	,kf_t0	,拒绝,正常,0,0,0,0,0.000,0.000,0.00,0.00,3.240,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002239.SZ	,奥特佳,股票,深交所,买入,卖出,6880527336890004100	,202360192253473480	,kf_t0	,过期,正常,639600,0,0,0,0.000,0.000,0.00,0.00,2.520,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002214.SZ	,大立科技,股票,深交所,买入,卖出,6880527336890004300	,202360192253473379	,kf_t0	,过期,正常,24000,0,0,0,0.000,0.000,0.00,0.00,13.460,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002267.SZ	,陕天然气,股票,深交所,买入,卖出,6880527336890004500	,202360192253473581	,kf_t0	,拒绝,正常,0,0,0,0,0.000,0.000,0.00,0.00,7.770,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002293.SZ	,罗莱生活,股票,深交所,买入,卖出,6880527336890004700	,202360192253473883	,kf_t0	,过期,正常,39000,0,0,0,0.000,0.000,0.00,0.00,11.400,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002285.SZ	,世联行,股票,深交所,买入,卖出,6880527336890004900	,202360192253473682	,kf_t0	,过期,正常,182200,0,0,0,0.000,0.000,0.00,0.00,2.510,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002344.SZ	,海宁皮城,股票,深交所,买入,卖出,6880527336890005100	,202360192253473984	,kf_t0	,过期,正常,157000,0,0,0,0.000,0.000,0.00,0.00,5.050,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002481.SZ	,双塔食品,股票,深交所,买入,卖出,6880527336890005300	,202360192253474086	,kf_t0	,过期,正常,201000,0,0,0,0.000,0.000,0.00,0.00,4.640,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002645.SZ	,华宏科技,股票,深交所,买入,卖出,6880527336890005500	,202360192253474288	,kf_t0	,全部成交,正常,10500,10500,10500,10500,11.600,11.540,121800.00,121170.00,11.430,0,09:30:00	,14:50:00	,5,3,0.15075637,0.00,140.29,-630.00,-770.29
20230601	,jltest2	,202305181001	,002461.SZ	,珠江啤酒,股票,深交所,买入,卖出,6880527336890005700	,202360192253473985	,kf_t0	,过期,正常,31500,0,0,0,0.000,0.000,0.00,0.00,8.760,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002664.SZ	,信质集团,股票,深交所,买入,卖出,6880527336890005900	,202360192253474289	,kf_t0	,过期,正常,132000,0,0,0,0.000,0.000,0.00,0.00,13.120,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002573.SZ	,清新环境,股票,深交所,买入,卖出,6880527336890006100	,202360192253474187	,kf_t0	,过期,正常,55500,0,0,0,0.000,0.000,0.00,0.00,5.700,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002695.SZ	,煌上煌,股票,深交所,买入,卖出,6880527336890006300	,202360192253474390	,kf_t0	,过期,正常,115500,0,0,0,0.000,0.000,0.00,0.00,10.810,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002950.SZ	,奥美医疗,股票,深交所,买入,卖出,6880527336890006500	,202360192253474793	,kf_t0	,过期,正常,43500,0,0,0,0.000,0.000,0.00,0.00,10.910,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002961.SZ	,瑞达期货,股票,深交所,买入,卖出,6880527336890006700	,202360192253474894	,kf_t0	,过期,正常,108000,0,0,0,0.000,0.000,0.00,0.00,14.460,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,300055.SZ	,万邦达,股票,深交所,买入,卖出,6880527336890006900	,202360192253474895	,kf_t0	,过期,正常,87000,0,0,0,0.000,0.000,0.00,0.00,7.790,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002911.SZ	,佛燃能源,股票,深交所,买入,卖出,6880527336890007100	,202360192253474692	,kf_t0	,拒绝,正常,0,0,0,0,0.000,0.000,0.00,0.00,12.420,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,002810.SZ	,山东赫达,股票,深交所,买入,卖出,6880527336890007300	,202360192253474491	,kf_t0	,过期,正常,9000,4400,4400,4400,17.640,17.679,77616.00,77788.00,17.710,0,09:30:00	,14:50:00	,6,2,0.14469543,0.00,90.02,172.00,81.98
20230601	,jltest2	,202305181001	,300102.SZ	,乾照光电,股票,深交所,买入,卖出,6880527336890007500	,202360192253474996	,kf_t0	,过期,正常,63000,0,0,0,0.000,0.000,0.00,0.00,6.660,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,300191.SZ	,潜能恒信,股票,深交所,买入,卖出,6880527336890007700	,202360192253475097	,kf_t0	,过期,正常,3000,0,0,0,0.000,0.000,0.00,0.00,17.690,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,300208.SZ	,青岛中程,股票,深交所,买入,卖出,6880527336890007900	,202360192253475198	,kf_t0	,过期,正常,100500,0,0,0,0.000,0.000,0.00,0.00,8.220,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,300318.SZ	,博晖创新,股票,深交所,买入,卖出,6880527336890008100	,2023601922534753101	,kf_t0	,过期,正常,155000,0,0,0,0.000,0.000,0.00,0.00,5.830,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,300255.SZ	,常山药业,股票,深交所,买入,卖出,6880527336890008300	,2023601922534752100	,kf_t0	,过期,正常,27000,0,0,0,0.000,0.000,0.00,0.00,5.220,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,300326.SZ	,凯利泰,股票,深交所,买入,卖出,6880527336890008500	,2023601922534754102	,kf_t0	,过期,正常,70500,0,0,0,0.000,0.000,0.00,0.00,6.980,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,300224.SZ	,正海磁材,股票,深交所,买入,卖出,6880527336890008700	,202360192253475199	,kf_t0	,全部成交,正常,16500,16500,16500,16500,11.920,11.934,196680.00,196905.00,11.730,0,09:30:00	,14:50:00	,6,2,0.26300680,0.00,227.88,225.00,-2.88
20230601	,jltest2	,202305181001	,300409.SZ	,道氏技术,股票,深交所,买入,卖出,6880527336890008900	,2023601922534755103	,kf_t0	,过期,正常,150000,600,600,600,12.690,12.690,7614.00,7614.00,12.590,0,09:30:00	,14:50:00	,4,2,0.01391239,0.00,8.81,0.00,-8.81
20230601	,jltest2	,202305181001	,300457.SZ	,赢合科技,股票,深交所,买入,卖出,6880527336890009100	,2023601922534756104	,kf_t0	,过期,正常,28500,0,0,0,0.000,0.000,0.00,0.00,17.310,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,300477.SZ	,合纵科技,股票,深交所,买入,卖出,6880527336890009300	,2023601922534764105	,kf_t0	,过期,正常,99000,0,0,0,0.000,0.000,0.00,0.00,4.580,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600120.SH	,浙江东方,股票,上交所,买入,卖出,6880527336890009500	,2023601922534769106	,kf_t0	,过期,正常,294000,0,0,0,0.000,0.000,0.00,0.00,3.920,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600184.SH	,光电股份,股票,上交所,买入,卖出,6880527336890009700	,2023601922534778107	,kf_t0	,全部成交,正常,28500,28500,28500,28500,12.669,12.677,361055.00,361300.00,12.690,0,09:30:00	,14:50:00	,14,5,0.42363390,0.00,418.15,245.00,-173.15
20230601	,jltest2	,202305181001	,600400.SH	,红豆股份,股票,上交所,买入,卖出,6880527336890009900	,2023601922534786108	,kf_t0	,过期,正常,98200,0,0,0,0.000,0.000,0.00,0.00,3.230,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600403.SH	,大有能源,股票,上交所,买入,卖出,6880527336890010100	,2023601922534795109	,kf_t0	,过期,正常,189000,0,0,0,0.000,0.000,0.00,0.00,4.140,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600548.SH	,深高速,股票,上交所,买入,卖出,6880527336890010300	,2023601922534801110	,kf_t0	,过期,正常,54000,0,0,0,0.000,0.000,0.00,0.00,9.030,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600569.SH	,安阳钢铁,股票,上交所,买入,卖出,6880527336890010500	,2023601922534807111	,kf_t0	,过期,正常,688500,0,0,0,0.000,0.000,0.00,0.00,2.030,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600578.SH	,京能电力,股票,上交所,买入,卖出,6880527336890010700	,2023601922534814112	,kf_t0	,过期,正常,71200,0,0,0,0.000,0.000,0.00,0.00,3.710,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600621.SH	,华鑫股份,股票,上交所,买入,卖出,6880527336890010900	,2023601922534821113	,kf_t0	,拒绝,正常,0,0,0,0,0.000,0.000,0.00,0.00,10.930,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600675.SH	,中华企业,股票,上交所,买入,卖出,6880527336890011100	,2023601922534828114	,kf_t0	,过期,正常,273000,0,0,0,0.000,0.000,0.00,0.00,2.650,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600691.SH	,阳煤化工,股票,上交所,买入,卖出,6880527336890011300	,2023601922534837116	,kf_t0	,过期,正常,76500,0,0,0,0.000,0.000,0.00,0.00,3.100,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600696.SH	,岩石股份,股票,上交所,买入,卖出,6880527336890011500	,2023601922534842117	,kf_t0	,全部成交,正常,24000,24000,24000,24000,26.269,26.401,630454.00,633633.00,26.250,0,09:30:00	,14:50:00	,76,37,0.74177671,0.00,733.11,3179.00,2445.89
20230601	,jltest2	,202305181001	,600688.SH	,上海石化,股票,上交所,买入,卖出,6880527336890011700	,2023601922534832115	,kf_t0	,过期,正常,805200,0,0,0,0.000,0.000,0.00,0.00,3.170,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600746.SH	,江苏索普,股票,上交所,买入,卖出,6880527336890011900	,2023601922534851119	,kf_t0	,过期,正常,75000,0,0,0,0.000,0.000,0.00,0.00,6.780,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600717.SH	,天津港,股票,上交所,买入,卖出,6880527336890012100	,2023601922534847118	,kf_t0	,过期,正常,646500,0,0,0,0.000,0.000,0.00,0.00,4.580,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600821.SH	,金开新能,股票,上交所,买入,卖出,6880527336890012300	,2023601922534860120	,kf_t0	,拒绝,正常,0,0,0,0,0.000,0.000,0.00,0.00,6.810,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600966.SH	,博汇纸业,股票,上交所,买入,卖出,6880527336890012500	,2023601922534864121	,kf_t0	,过期,正常,228000,0,0,0,0.000,0.000,0.00,0.00,5.800,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,600990.SH	,四创电子,股票,上交所,买入,卖出,6880527336890012700	,2023601922534873122	,kf_t0	,过期,正常,45000,38800,38800,38800,31.178,31.311,1209708.00,1214858.00,31.430,0,09:30:00	,14:50:00	,38,7,2.65891834,0.00,1405.67,5150.00,3744.33
20230601	,jltest2	,202305181001	,600997.SH	,开滦股份,股票,上交所,买入,卖出,6880527336890012900	,2023601922534877123	,kf_t0	,过期,正常,312000,0,0,0,0.000,0.000,0.00,0.00,5.870,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,601777.SH	,力帆科技,股票,上交所,买入,卖出,6880527336890013100	,2023601922534886125	,kf_t0	,过期,正常,546000,0,0,0,0.000,0.000,0.00,0.00,3.370,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,601001.SH	,晋控煤业,股票,上交所,买入,卖出,6880527336890013300	,2023601922534882124	,kf_t0	,拒绝,正常,0,0,0,0,0.000,0.000,0.00,0.00,9.190,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,601963.SH	,重庆银行,股票,上交所,买入,卖出,6880527336890013500	,2023601922534892126	,kf_t0	,过期,正常,10500,0,0,0,0.000,0.000,0.00,0.00,8.320,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603053.SH	,成都燃气,股票,上交所,买入,卖出,6880527336890013700	,2023601922534899127	,kf_t0	,过期,正常,141000,0,0,0,0.000,0.000,0.00,0.00,9.980,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603113.SH	,金能科技,股票,上交所,买入,卖出,6880527336890013900	,2023601922534909128	,kf_t0	,过期,正常,168000,0,0,0,0.000,0.000,0.00,0.00,8.350,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603301.SH	,振德医疗,股票,上交所,买入,卖出,6880527336890014100	,2023601922534916129	,kf_t0	,过期,正常,12000,0,0,0,0.000,0.000,0.00,0.00,33.450,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603588.SH	,高能环境,股票,上交所,买入,卖出,6880527336890014300	,2023601922534929131	,kf_t0	,过期,正常,159000,0,0,0,0.000,0.000,0.00,0.00,9.220,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603601.SH	,再升科技,股票,上交所,买入,卖出,6880527336890014500	,2023601922534934132	,kf_t0	,过期,正常,418500,0,0,0,0.000,0.000,0.00,0.00,4.210,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603313.SH	,梦百合,股票,上交所,买入,卖出,6880527336890014700	,2023601922534924130	,kf_t0	,过期,正常,249000,0,0,0,0.000,0.000,0.00,0.00,9.320,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603733.SH	,仙鹤股份,股票,上交所,买入,卖出,6880527336890014900	,2023601922534943135	,kf_t0	,过期,正常,7500,0,0,0,0.000,0.000,0.00,0.00,21.920,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603718.SH	,海利生物,股票,上交所,买入,卖出,6880527336890015100	,2023601922534943134	,kf_t0	,过期,正常,121500,0,0,0,0.000,0.000,0.00,0.00,10.000,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603609.SH	,禾丰股份,股票,上交所,买入,卖出,6880527336890015300	,2023601922534938133	,kf_t0	,过期,正常,49000,0,0,0,0.000,0.000,0.00,0.00,9.230,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603938.SH	,三孚股份,股票,上交所,买入,卖出,6880527336890015500	,2023601922534945137	,kf_t0	,过期,正常,3000,2700,2700,2700,19.600,19.630,52920.00,53001.00,19.520,0,09:30:00	,14:50:00	,4,1,0.21660719,0.00,61.34,81.00,19.66
20230601	,jltest2	,202305181001	,603960.SH	,克来机电,股票,上交所,买入,卖出,6880527336890015700	,2023601922534946138	,kf_t0	,过期,正常,7500,0,0,0,0.000,0.000,0.00,0.00,17.480,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,603916.SH	,苏博特,股票,上交所,买入,卖出,6880527336890015900	,2023601922534944136	,kf_t0	,过期,正常,9000,0,0,0,0.000,0.000,0.00,0.00,13.270,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230601	,jltest2	,202305181001	,688388.SH	,嘉元科技,股票,上交所,买入,卖出,6880527336890016100	,2023601922534947140	,kf_t0	,全部成交,正常,12200,12200,12200,12200,25.322,25.502,308928.09,311128.48,25.640,0,09:30:00	,14:50:00	,29,5,0.25469202,0.00,359.92,2200.38,1840.46
20230601	,jltest2	,202305181001	,688148.SH	,芳源股份,股票,上交所,买入,卖出,6880527336890016300	,2023601922534946139	,kf_t0	,全部成交,正常,23400,23400,23400,23400,11.800,11.810,276120.00,276344.88,11.710,0,09:30:00	,14:50:00	,6,0,0.27630190,0.00,319.82,224.88,-94.94
20230602	,jltest1	,202304181002	,000030.SZ	,富奥股份,股票,深交所,买入,卖出,6880528342380000100	,20236029314850292	,kf_t0	,过期,正常,408000,0,0,0,0.000,0.000,0.00,0.00,4.860,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000517.SZ	,荣安地产,股票,深交所,买入,卖出,6880528342380000300	,20236029314850336	,kf_t0	,过期,正常,399000,0,0,0,0.000,0.000,0.00,0.00,3.020,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000035.SZ	,中国天楹,股票,深交所,买入,卖出,6880528342380000500	,20236029314850303	,kf_t0	,过期,正常,108000,0,0,0,0.000,0.000,0.00,0.00,4.850,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000088.SZ	,盐田港,股票,深交所,买入,卖出,6880528342380000700	,20236029314850325	,kf_t0	,过期,正常,454500,0,0,0,0.000,0.000,0.00,0.00,4.990,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000058.SZ	,深赛格,股票,深交所,买入,卖出,6880528342380000900	,20236029314850314	,kf_t0	,过期,正常,150000,0,0,0,0.000,0.000,0.00,0.00,6.370,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000546.SZ	,金圆股份,股票,深交所,买入,卖出,6880528342380001100	,20236029314850357	,kf_t0	,过期,正常,51000,0,0,0,0.000,0.000,0.00,0.00,8.360,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000582.SZ	,北部湾港,股票,深交所,买入,卖出,6880528342380001300	,20236029314850389	,kf_t0	,过期,正常,247000,0,0,0,0.000,0.000,0.00,0.00,7.950,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000718.SZ	,苏宁环球,股票,深交所,买入,卖出,6880528342380001500	,202360293148504012	,kf_t0	,过期,正常,1093500,0,0,0,0.000,0.000,0.00,0.00,2.850,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000652.SZ	,泰达股份,股票,深交所,买入,卖出,6880528342380001700	,202360293148504011	,kf_t0	,拒绝,正常,0,0,0,0,0.000,0.000,0.00,0.00,4.130,0,09:30:00	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000557.SZ	,西部创业,股票,深交所,买入,卖出,6880528342380001900	,20236029314850378	,kf_t0	,过期,正常,133500,0,0,0,0.000,0.000,0.00,0.00,5.640,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
20230602	,jltest1	,202304181002	,000791.SZ	,甘肃能源,股票,深交所,买入,卖出,6880528342380002100	,202360293148504113	,kf_t0	,过期,正常,108000,0,0,0,0.000,0.000,0.00,0.00,5.240,0,09:30:38	,14:50:00	,0,0,0.00000000,0.00,0.00,0.00,0.00
